username,Label,text,date,bot
watanabunny,Negatif,ptm tpi sepatu cuci huh,12/13/2021,0
KompasTV,Negatif,bupati jepara henti ptm,12/13/2021,0
Iyan_KH,Negatif,fitnah nangung ribu klaster ajar tatap muka gila,12/13/2021,0
imbucincogan,Positif,sabar gilir angkat kelas ptm,12/13/2021,0
chillaak,Negatif,ptm males ptm ngeluh trade mark,12/13/2021,0
mamadsibopung,Negatif,praying circle ptm undur ngaminin twt bismilah dikabulin,12/13/2021,0
pedesnyabanyak,Positif,ptm tugas kaya daring,12/13/2021,0
orbim,Positif,enak ptm,12/13/2021,0
rosereblue,Negatif,ptm sampe jam trs daring siang ngapain males,12/13/2021,0
timlovers,Positif,gibran sekolah waspada klaster ajar sat ptm gelar,12/13/2021,0
republikaonline,Positif,pemkot antisipasi pelaksanan ptm timbul klaster,12/13/2021,0
zhukildlin,Positif,semangat ptm copyright,12/13/2021,0
151102SJY,Negatif,anjir besok ptm males,12/13/2021,0
AMeliantini,Positif,tinjau vaksinasi ajar kabupaten sukoharjo presiden vaksin ptm batas vaksin keluarga lindung,12/13/2021,0
SRopeeah,Positif,sampe lewat ptm lho,12/13/2021,0
fania_surya,Positif,ting denger keluh ponakan tetanga sekolah rindu sekolah rindu temu moga ptm batas jalan lancar prokes,12/13/2021,0
lialianachan,Positif,ptm tua murid disiplin prokes vaksin tangkal covid,12/13/2021,0
GacorRina,Positif,tinjau vaksinasi ajar kabupaten sukoharjo presiden vaksin ptm batas vaksin tangkal covid,12/13/2021,0
halomaspacar,Positif,jalan prokes ketat ptm nyaman vaksin pakai masker sekolah prokes,12/13/2021,0
momokachiiie,Positif,ptm protokol sehat jaga ketat ajar rajin sekolah prokes,12/13/2021,0
azzrwl,Positif,alhamdulilah ptm perlahan kawal prokes ketat sehinga cluster sekolah prokes,12/13/2021,0
Alfaone23,Positif,jokowi perintah vaksinasi ajar besar dukung ptm vaksin lindung,12/13/2021,0
beritapasundan,Positif,dukung ptm smk farmasi vaksinasi siswa,12/13/2021,0
squirrelove_,Negatif,tbtb mens tengah yampun ptm,12/13/2021,0
BayuPtama,Positif,asik cepat vaksinasi jalan sesuai target acu gelar ptm,12/13/2021,0
gio_giorgio10,Positif,moga ptm jalan sesuai harap,12/13/2021,0
taeyoungjkt,Negatif,alah ptm,12/13/2021,0
LIXMYBFF,Negatif,skolah gw ptm emak gw izinin,12/12/2021,0
MawarDelima10,Positif,alhamdulilah guru daerah vaksin ptm aman khawatir semangat ajar anak anak vaksin tenaga didik,12/12/2021,0
Munasyaroh_Fadh,Positif,rumor edar masyarakat tular klaster ptm batas capai fakta data komulatif juli hinga data,12/12/2021,0
santi_imoet007,Positif,atur ptm batas tahap provinsi dki jakarta gelar kapasitas persen satu didik,12/12/2021,0
mediaindonesia,Positif,vaksinasi siswa didik kota solo capai,12/12/2021,0
Ririnwandes,Positif,gimana sekolah positivity rate angka angota rombong ajar tes karantina ptm batas laksana prokes,12/12/2021,0
Lholhiepop,Positif,kabar gembira ptm batas buka moga jalan lancar harap patuh protokol sehat anak anak kangen sekolah vaksin tenaga didik,12/12/2021,0
Mikeyyy_28,Positif,pj semangat anak turun ajar ptm mari dukung ptm vaksin tenaga didik,12/12/2021,0
FinaRafani,Positif,tenaga didik vaksin wajib laksana ptm ptm efektif drpd pj semangat vaksin tenaga didik,12/12/2021,0
dstoryofibu,Positif,neng ptm batas buka buka patuh prokes adik mari dukung ptm vaksin tenaga didik,12/12/2021,0
trisulis98,Positif,perintah lepas sat sekolah jalan ptm batas perintah kuat protokol sehat ubah perilaku strategi deteksi surveilans testing tracing treatment,12/12/2021,0
Iizace,Positif,ih asik ptm,12/12/2021,0
kumparan,Positif,syarat penuh ptm guru tingi,12/12/2021,0
sadlyraa,Negatif,ptm gaenak maf enak pj,12/12/2021,0
yutaxzz,Negatif,ptm males,12/12/2021,0
duniaqtoy,Positif,ortu murid wag uda guru sekolah anak buka ptm batas guru usaha aju perijinan benahin atur fasilitas bismilah,12/12/2021,0
jaemixz,Negatif,pagi nice day ptm males dh,12/12/2021,0
jeongjeyonn,Negatif,pls gamau ptm gmn,12/12/2021,0
aiucrsyial,Positif,bsk ptm semangat,12/12/2021,0
SidoarjoJurnal,Netral,kapolresta sidoarjo pantau ptm vaksinasi smk krian,12/12/2021,0
Sanjayaluv,Positif,presiden joko widodo instruksi menteri sehat budi gunadi sadikin mendikbudristek nadiem anwar makarim evaluasi pelaksanan ptm batas prokes,12/12/2021,0
sunryic,Negatif,males ptm jujur hadah,12/12/2021,0
hanjisungvv,Positif,ptm,12/12/2021,0
jjayouth,Negatif,males ptm,12/12/2021,0
Ririnwandes,Positif,kondisi psikologis anak beda sat ajar rumah sekolah guru ajar pasti beda guru rumah ptm batas ajar sosial guru anak anak semangat prokes,12/12/2021,0
Yeni_Setiyawati,Positif,prokes metode dg ambil sampling tiap kota kab minimal amp alokasi sesuai dg jml sekolah ptm batas kec kec sekolah byk laku ptm batas otomatis lbh byk ambil sample,12/12/2021,0
faithconqucst,Positif,ptm alhamdulilah,12/12/2021,0
FionazIsza,Positif,tiga isu siswa amp guru konfirmasi positif covid ptm batas fakta data tsb asal satu sekolah verifikasi prokes gengs,12/12/2021,0
ayanapunya,Positif,tua izin anak ptm batas anak zink ajar rumah diskriminasi proses hukum putus ajar rumah,12/12/2021,0
jawapos,Negatif,sekolah nekat ptm jepara ingat,12/12/2021,0
aenorasea,Positif,hi ptm,12/12/2021,0
onedaycityx,Negatif,males ptm heh perut sakit,12/12/2021,0
gisell_Ee,Positif,selamat pagi selamat ajar ptm,12/12/2021,0
iDongkyuu,Positif,sy ptm dadah,12/12/2021,0
rizeikari,Positif,omw ptm,12/12/2021,0
luvfyjunkyu,Positif,yeay ptm,12/12/2021,0
studybrownie,Positif,sibuk ptm sempet on,12/12/2021,0
1wommyspao,Positif,besok jam seni temenku enga aks ngikuts ptm egx yh,12/12/2021,0
fairyflossz,Negatif,lupa besok ptm hua males,12/12/2021,0
hosranghae_,Positif,mo bobo besok ptm nite mots,12/12/2021,0
cerryuta,Positif,ptm sekolah sie pen dapet uang jajan,12/12/2021,0
S0SHlRO,Positif,pagi ptm,12/12/2021,0
milkyyychoco,Positif,first day ptm pagi kelas kosong,12/12/2021,0
alvonsidi,Positif,ptm anak usia,12/12/2021,0
Oh_MantanKu,Positif,bijak ptm batas sekolah butuh siswa didik maksimal syarat terap protokol sehat ketat,12/12/2021,0
QadrunCepirid,Positif,ptm batas aman patuh disiplin prokes,12/12/2021,0
durenijoo,Positif,ptm patuh prokes ketat,12/12/2021,0
CitraKhayalku,Positif,kemendikbud aktivitas ptm anak usia dominan outdor,12/12/2021,0
BarsDorjan,Positif,ptm batas upaya selamat anak anak risiko dampak negatif ajar jarak pj panjang,12/12/2021,0
BastanDarno,Positif,didik huruf garis selamat jalan ptm,12/12/2021,0
wibiVam,Positif,terap ptm batas generasi khawatir sulit kejar ketertingalan depa,12/12/2021,0
seeuncilacap,Negatif,gw males ptm,12/12/2021,0
Leontin29179442,Positif,ptm anak ajar usia tuju,12/12/2021,0
merdekadotcom,Negatif,ganjar temu pelangaran ptm smkn tengar murid guru pakai masker,12/12/2021,0
convomf,Positif,ptm skrg pj,12/12/2021,0
inginrajinnn,Positif,semangat ptm,12/12/2021,0
swarakonsumeni2,Positif,kapolsek anjatan iptu heriyanto,12/12/2021,0
jawapos,Positif,muncul klaster sekolah stop ajar tatap muka,12/12/2021,0
medcom_id,Negatif,langar prokes,12/12/2021,0
infoKALTENG,Positif,ptm laku,12/12/2021,0
Rima__Angel,Positif,sulit ptm prokes,12/12/2021,0
gemaulani,Positif,moga prokes siap perintah ptm batas lancar jaya,12/12/2021,0
samLeinad,Positif,sekolah boleh ptm batas sekolah level pkm ajar tenaga didik vaksinasi prokes,12/12/2021,0
Dimas28404553,Positif,tenaga didik vaksin vaksin sebentar ptm semangat sekolah sekolah prokes,12/12/2021,0
ainun_rubi,Netral,ajar tatap muka an,12/12/2021,0
TyaaTyabloom,Positif,abis ptm sy hrus potong rambut bodo,12/12/2021,0
Antara_Jabar,Positif,disdik kota bekas nilai ptm batas lancar news jawa barat,12/12/2021,0
schfess,Positif,sch semangat ptm pj bestie,12/12/2021,0
jijindut,Netral,ptm betijin lapor henti gubernur jawa,12/12/2021,0
catatansicucuth,Positif,sayang isu luar eang pandemi hoax data edar khawatir ptm batas prokes,12/12/2021,0
NAWACIT4,Positif,tinjau vaksinasi ajar kabupaten sukoharjo presiden vaksin ptm batas,12/12/2021,0
winterybear,Negatif,hadeh bogor bogor denger berita tawur ptm tawur ripuh,12/12/2021,0
ditopuccino,Positif,skrg lega ptm batas sekolah nama sekolah lbh efektif sekolah rumah bs ktmu temen kelas neng prokes wajib,12/12/2021,0
Den_Mitro,Positif,smk bantul gelar ptm sasar serbu vaksin tni al inews,12/12/2021,0
riswanhasmi_,Positif,laksana ajar tatap muka didik baik putra putri terap protokol sehat,12/12/2021,0
CNNIndonesia,Negatif,siswa smp positif covid purbalinga,12/12/2021,0
iPatGema,Positif,suka ptm batas,12/12/2021,0
javacoolteknik,Positif,vaksinasi ajar dukung ptm,12/12/2021,0
ShahnozaUmida,Positif,moga siswa disiplin terap prokes sat ptm,12/12/2021,0
joobnie,Positif,ptm asli,12/12/2021,0
onurmar__k,Positif,ptm senang,12/12/2021,0
PutriHariyani18,Positif,gubernur khofifah pelaksanan ptm proses ajar ajar,12/11/2021,0
dian_ismy,Positif,pj optimal learning los tua hak tentu anak ptm batas anak pj lupa prokes,12/11/2021,0
alifalfian21,Positif,ptm solusi baik anak anak tingkat minat ajar vaksin tenaga didik,12/11/2021,0
rajuhantamahesa,Positif,ptm bantu tumbuh semangat anak ajar temu teman mari dukung ptm vaksin tenaga didik,12/11/2021,0
WismaBeritaCom,Negatif,ketua dpr ri sekolah paksa ptm penuh kriteria,12/11/2021,0
loviedrey,Negatif,besok jadwal ptm males sedih,12/11/2021,0
nacheilla,Positif,cape tpi mending ptm pj susah nangkep materi,12/11/2021,0
zahaat,Positif,vaksinasi guru capai biarpun ptm batas warga sekolah vaksin semangat ajar anak anak vaksin tenaga didik,12/11/2021,0
pacaranderson,Negatif,tres sampe tentu besok ptm masya alah butuh semangat cinta,12/11/2021,0
KoranBanjarNew,Positif,siap ptm sekolah piloting sterilisasi,12/11/2021,0
cryonme1,Positif,moga capai vaksinasi guru cepat tuntas anak anak ptm batas vaksin tenaga didik,12/11/2021,0
WaspadaOnline,Positif,ptm gulir mingu disdik medan cek siap sekolah,12/11/2021,0
13Maulidiyah,Negatif,ptm ptm daring,12/11/2021,0
Little_Shovya,Positif,sulit ajar online pj ptm batas laksana prokes awas ketat,12/11/2021,0
serayaworld,Positif,neng temen temen ajar ponakan cerita seru sekolah ofline ajar tatap muka batas ptmt,12/11/2021,0
kaki1k,Positif,anak anak butuh ajar tante muka butuh interaksi biasa interaksi moga ptm jalan vaksin tenaga didik,12/11/2021,0
collegemenfess,Negatif,tb tb tb tbl sumpah nervous besok pagi praktek ngajar sd video ajar tpi tatap muka beneran takut gabisa sesuai ekspektasi kuasa materi cont,12/11/2021,0
analogihati,Negatif,males ptm capek bk,12/11/2021,0
astdypjsz,Negatif,ptm sesi siang melesin panas copyright,12/11/2021,0
dianamara_19,Positif,guru tenaga didik cepat vaksin anak anak sekolah kondisi aman mari dukung ptm vaksin tenaga didik,12/11/2021,0
babyjwunwonie,Positif,pj ptm batas tua baik buah hati anak anak kangen sekolah vaksin tenaga didik,12/11/2021,0
ara_ulia,Positif,pj panjang dampak negatif loh anak diberlakukanya ptm batas mari dukung ptm vaksin tenaga didik,12/11/2021,0
gopalucu,Negatif,males ptm mapel,12/11/2021,0
logastellust,Positif,selamat pagi ptm kalain ptm daring oh semangat lupa sarap kuat,12/11/2021,0
hkrmeyy,Positif,ptm hrini gilir ptm flat,12/11/2021,0
GiloPalembang,Negatif,satgas ptm tutup positif,12/11/2021,0
creqmfluffy,Negatif,ptm males,12/11/2021,0
kwejuu,Positif,semangat ptm,12/11/2021,0
seputarjabar,Negatif,sekolah jawa barat klaster covid ptm batas,12/11/2021,0
saaeskazet,Positif,ih bener anjr kmrn ptm kedapetan meja anw ank ips bagi kelas ujung ank mipa tmpt duduk cakep,12/11/2021,0
OemarFatih1,Positif,ajar cegah tular kovid sat ptm,12/11/2021,0
aisourjel,Positif,halow semangat daring ptm mots registered registered,12/11/2021,0
manvsya,Negatif,males bat ptm,12/11/2021,0
omhaechan,Negatif,yalah kampus ptm neng males ngekos,12/11/2021,0
ensstudy,Negatif,pulang ptm tidur capek huhuhu numpuk males mingu sedih mod ajar suka turunya drastis,12/11/2021,0
rvnkfzr,Negatif,sumpah gw males ptm anjrt,12/11/2021,0
dowoonane,Negatif,mama ptm gatau,12/11/2021,0
tuwtut,Negatif,ptm ksi tau mapel mtk sinting ptm anjr mtk,12/11/2021,0
geloraco,Positif,muncul klaster covid ribu sekolah,12/11/2021,0
republikaonline,Negatif,keras tiga pelaksanan ptm kota bogor,12/11/2021,0
erfanologi,Positif,deteksi level tuju tular masif tutup hny sekolah sangkut sekolah protokol sehat boleh lanjut ptm batas prokes,12/11/2021,0
night_sandi,Positif,ptm didik maksimal,12/11/2021,0
salisaessoh9,Positif,perintah dukung ptm batas terap prokes ketat dukung penuh ptm prokes ketat,12/11/2021,0
MamiSaroh,Positif,metode ajar ptm banding pj,12/11/2021,0
Lashawn07264948,Positif,tuju dukung vaksinasi ajar ptm lancar prokes vaksinasi,12/11/2021,0
CeUt4mi,Positif,ptm anak usia prokes sat ptm kalah,12/11/2021,0
Urrangawak,Positif,dukung pelaksanan ptm batas pandemi covid tlah sebab learning los signifikan biar jangka risiko banding risiko sehat,12/11/2021,0
KrisLouis_09,Positif,ptm anak usia butuh siap,12/11/2021,0
putri1khansa,Negatif,takut ptm,12/11/2021,0
GenJuno,Positif,oya kenan ptm batas salah persepsi miskonsepsi masyarakat tular klaster ptm hinga satu didik dlm data kumulatif juli data,12/11/2021,0
PositivCovid,Positif,ptm proses transfer knowledge guru murid,12/11/2021,0
medcom_id,Negatif,guru papar covid,12/11/2021,0
andiniharsono,Positif,tua izin anak anak ptm batas zink ajar rumah diskriminasi proses hukum putus ajar rumah prokes,12/11/2021,0
xxiaoren,Positif,yalah ptm atut,12/11/2021,0
GekNiendy,Positif,paksan jalan prokes ketat protokol sekolah ketat mengijinkan ana ptm,12/11/2021,0
scaterols,Negatif,ptm temen sksksk bawa temen onlen sekolah,12/11/2021,0
teeadnu,Positif,ptm seko bagi kelas pagi jam siang jam prokes,12/11/2021,0
roshyewon,Positif,ptm senyum semangat senyum,12/11/2021,0
at_yongseok,Negatif,ptm tu tugas double ofline online,12/11/2021,0
anditaw50,Positif,vaksinasi prokes kunci ptm vaksin lindung,12/11/2021,0
cuitq,Positif,vaksinasi masal ajar diselengarakan bin perintah presiden,12/11/2021,0
KompasTV,Positif,tua siswa dukung ptm prokes,12/11/2021,0
ninin_nih,Positif,sekolah wajib bentuk satgas covid tugas sosialisasi ptm batas dng prokes kpd sekolah tua murid berkordinasi puskesmas,12/11/2021,0
vkookrawr,Positif,neng td ptm hehe,12/11/2021,0
jln_terbaik,Negatif,adek tatap muka ajar mapel menit kasi bawa tas berangkat jam pulang jam kaya anak tk,12/11/2021,0
yayangnovo,Positif,vaksinasi ajar disiplin prokes kunci sukses ptm vaksin aman uji,12/11/2021,0
AMeliantini,Positif,jokowi perintah vaksinasi ajar besar dukung ptm vaksin keluarga lindung,12/11/2021,0
cangkkul,Positif,neng ptm yey oktober,12/11/2021,0
njimint,Negatif,besok ptm takut,12/11/2021,0
Reyneraea,Positif,tiga isu siswa guru konfirmasi positif covid ptm batas duh prokes,12/11/2021,0
yellowngambiss,Positif,semangat besok ptm,12/11/2021,0
alabiyumark,Positif,gara gara berita emak bet ptm anying,12/10/2021,0
ulooklikeadog,Positif,harap ptm jalan lancar dukung cepat vaksinasi tenaga didik moga ptm jalan vaksin tenaga didik,12/10/2021,0
fambarukmo,Positif,sabar pandemi jalan bandel ptm batas dampak negatif anak loh vaksinasi guru ajar aman vaksin tenaga didik,12/10/2021,0
Ana_Ike,Positif,tuju ptm batas tunda ptm akibat rugi jangka long term disbenefit siswa sosialisasi sekolah jamin prokes,12/10/2021,0
komburmedan,Negatif,izin ptm,12/10/2021,0
faradilaaa,Positif,angka giat ptm batas warga sekolah guru murid perangkat sekolah tular cluster ptm batas,12/10/2021,0
MartinaPorra60,Positif,anak anak dampak negatif pj laku ptm semangat ajar anak anak vaksin tenaga didik,12/10/2021,0
sukadery,Positif,ptm semangat,12/10/2021,0
Riu48k,Positif,guru bilang dipaksain laku vaksinasi kondisi aman murid murid nyaman ajar guru vaksin moga ptm jalan vaksin tenaga didik,12/10/2021,0
claragustinia,Positif,metode mengunakan sampling kota kabupaten minimal alokasi sesuai sekolah ptm batas camat camat ptm batas otomatis lbh ambil sample,12/10/2021,0
wibiVam,Positif,program vaksin bin tuk ajar dor dor kota bogor cibinong sukses ptm jaga sehat lawan pandemi,12/10/2021,0
SumutposO,Positif,kejar target vaksinasi ajar pemko medan siap ptm,12/10/2021,0
herringmario39,Positif,anak anak rindu sekolah ptm guru guru vaksinasi moga ptm jalan vaksin tenaga didik,12/10/2021,0
Yono89419679,Positif,pj panjang turun minat ajar siswa ptm batas terap prokes ketat anak anak kangen sekolah vaksin tenaga didik,12/10/2021,0
bayufitri,Positif,strategi perintah cegah klaster sekolah tangkal isu edar konfirmasi positive covid ptm data asal satu sekolah verifikasi benara prokes,12/10/2021,0
diantin_,Positif,isu tsb tua murid khawatir ptm batas jk sekolah temu positif positivity rate bwh positif covid karantina amp kontak erat disolasi,12/10/2021,0
potapitii,Positif,ptm semangat,12/10/2021,0
Taebyyu,Positif,vaksinasi vaksin ptm batas yo bantu temu sentra vaksin dekat mari dukung ptm vaksin tenaga didik,12/10/2021,0
artsywishh,Negatif,males bsk ptm,12/10/2021,0
capekksy,Negatif,gila ptm dpt smingu,12/10/2021,0
atianagus,Positif,smpai anak putus sekolah pj lanjut guru vaksin cepat moga ptm jalan vaksin tenaga didik,12/10/2021,0
inot_7948,Negatif,takut orgtua siwa,12/10/2021,0
Than_Chie,Positif,perintah cepat vaksinasi ajar dlm sambut ptm,12/10/2021,0
rrevuese,Positif,jujur mending sekolah ptm gapapa cape ngerti materi drpd pj anjrit,12/10/2021,0
jarijumari,Negatif,ptm selesai kesanya mending onlen,12/10/2021,0
SINDOnews,Positif,ptm,12/10/2021,0
Byk_Mata,Negatif,mg amp sekolah dismua gt tatap muka ajar tatap muka ptm picu corona gt edan,12/10/2021,0
doyoungwow,Negatif,ptm sebal,12/10/2021,0
wonfavo,Positif,ptm sunghon,12/10/2021,0
pringadi_as,Positif,online infrastuktur ajar daring ngak generasi sia sia ngak ptm prokes,12/10/2021,0
haveacrshonjwoo,Negatif,males ptm,12/10/2021,0
toekangkuliner,Positif,perintah tes pcr siswa tenaga didik sekolah rutin minimal cegah aman ptm batas,12/10/2021,0
Leogirlll_,Negatif,ajar tatap muka swab covid cepet pergi sehat sehat moga positif trade mark,12/10/2021,0
palasara,Negatif,muncul kluster didik,12/10/2021,0
pacarnyagama,Positif,semangat pj daring ptm copyright copyright copyright,12/10/2021,0
convomf,Negatif,trade mark takut ptm,12/10/2021,0
1992p_,Negatif,besok ptm males,12/10/2021,0
sriw556,Positif,semangat sambut datang serta didik giat ajar tatap muka ptm,12/10/2021,0
peach0xy,Negatif,males ptm,12/10/2021,0
e100ss,Positif,kadisdik jatim pasti proses ptm kendali,12/10/2021,0
reajuns,Negatif,males besok ptm mapel ing minat,12/10/2021,0
fananasticz,Negatif,besok takut ptm,12/10/2021,0
jogjacoret,Positif,kadisdik dki jakarta tegas klaster covid sekolah ptm batas,12/10/2021,0
ibuknya_jaksa,Positif,strategi deteksi surveilans satu didik hrs scr masif jalan dg laku ptm batas deteksi antisipasi tular covid lingkung sekolah prokes,12/10/2021,0
saerommsee,Negatif,gws ptm telat,12/10/2021,0
XLawanPandemiX,Positif,ptm anak anak usia,12/10/2021,0
creamchiess,Positif,sekolah sy ptm yay hope ketemu,12/10/2021,0
matsoeno,Positif,senang ptm,12/10/2021,0
ZeaWincityx,Positif,alhamdulilah ptm agenda trade mark,12/10/2021,0
bblgan,Negatif,alah senen dpn ptm tugas garap,12/10/2021,0
birubullets,Positif,met pagi abis ptm,12/10/2021,0
lilmeowmaa,Positif,tl gw rumah ngapain skrng ptm part time ngapain kls kek kosong,12/10/2021,0
night_sandi,Positif,ptm tenaga didik vaksin sarana prasarana sekolah tunjang pelaksanan protokol sehat awas evaluasi ketat perintah daerah guru hinga masyarakat,12/10/2021,0
ShanozZaraa,Positif,moga pelaksanan ptm jalan lancar amp aman,12/10/2021,0
AryaGad17674538,Positif,temu banyak siswa sekolah papar covid sat ptm batas tuju jalan protokol sehat,12/10/2021,0
OemarFatih1,Positif,ptm batas anak usia,12/10/2021,0
whutstatue,Positif,dukung ptm batas orangtua murid bekas sumbang disinfektan sekolah,12/10/2021,0
meqngs,Positif,perintah dukung pelaksanan ptm,12/10/2021,0
keymarkcoty,Negatif,kirain ptm tugas beter pj tau double it okey tangan copot,12/10/2021,0
imandnugroho,Negatif,tolong menteri nadiem nadiem nungu murid henti ajar tatap muka,12/10/2021,0
Taevsjy,Negatif,males ptm,12/10/2021,0
GacorRina,Positif,jokowi perintah vaksinasi ajar besar dukung ptm vaksin tangkal covid,12/10/2021,0
jil_jiliang,Positif,semangat ptm prokes ketat asik sekolah sekolah prokes,12/10/2021,0
kruniaky,Positif,syarat utama ptm wajib pakai masker jalan prokes ketat laksana ganti aman loh sekolah prokes,12/10/2021,0
R19O87,Negatif,takut ptm,12/10/2021,0
Konfrontasi_co,Negatif,alvin lie sorot putus nadiem lanjut ptm muncul klaster covid sekolah,12/10/2021,0
jiniefifany,Positif,god morning ptm semangat,12/10/2021,0
ilyasahism,Positif,gekshw ptm,12/10/2021,0
sbmptnfess,Positif,ptn sat ptm thread,12/10/2021,0
dekcrayon,Positif,aku satu didik paud sd butuh ptm batas prokes komponen ajar praktik ajar jarak mampu anak beda,12/10/2021,0
akreiji,Positif,semangat besok ptm,12/10/2021,0
edwynsoe,Negatif,absen sisa ptm njing ngapa send absen salah aing diomelin bapa njing baca grup kelas anjirt,12/10/2021,0
Ahmad_alkopi,Positif,mongo adik ajar kartasura jateng sman kartasura sukses vaksinasi ajar ptm nyaman aman,12/10/2021,0
ksjinmoon__,Positif,ptm pantau asik,12/10/2021,0
ApodioB,Positif,perintah bin cepat vaksinasi ajar siap hadap ptm,12/10/2021,0
myngjnie,Negatif,ptm ak asik skali gada temen,12/10/2021,0
bayufitri,Positif,terap lapang kait awas ptm batas tes pcr siswa tenaga didik sekolah minimal sekolah terap prokes,12/10/2021,0
orchanie,Positif,semangat ptm kaya ak,12/10/2021,0
joocylaa,Positif,besok ptm semangat,12/10/2021,0
Little_Shovya,Positif,fakta makan isue kait ptm batas,12/10/2021,0
AbelardoDael,Positif,harap ptm cepat,12/10/2021,0
ical_be,Positif,cepat vaksinasi ajar cepat ptm laksana,12/10/2021,0
BaksoMercoon,Positif,ajar tenang guru vaksin ptm entar batas mengunakan metode shifting bsa ajar semangat ajar anak anak vaksin tenaga didik,12/9/2021,0
icyvcle,Negatif,efektif dh ptm daring ptm daring daring gangapa ngapain,12/9/2021,0
dhi_anemanisse,Positif,resiko dampak buruk anak sat ajar online salah terus sehat mental psikis anak tergangu mari dukung ptm vaksin tenaga didik,12/9/2021,0
snzhrchyooo,Positif,ptm,12/9/2021,0
sectumseprafa,Positif,gk up progres kelas ptm,12/9/2021,0
bong__cha,Positif,vaksin serentak guru ingetin guru cepet vaksin ptm batas semangat vaksin tenaga didik,12/9/2021,0
asfgsgsgye,Positif,temu guru seko hapy mari dukung ptm vaksin tenaga didik,12/9/2021,0
djogjanewscakra,Positif,ptm aman covid gerai vaksin polres situbondo serbu ajar smp negeri,12/9/2021,0
detikcom,Negatif,klaster sekolah covid muncul iring sekolah tatap muka batas ptm batas data sebar wilayah tangap nadiem,12/9/2021,0
TomiimoT16,Positif,dukung ptm dukung cepat vaksinasi guru anak ptm seko anak anak kangen sekolah vaksin tenaga didik,12/9/2021,0
egggiesttt,Positif,guru biologi ngajar cmn ptm pj gapernah dijelasin,12/9/2021,0
santi_imoet007,Positif,alas utama dasar pelaksanan ptm batas hindar ancam putus sekolah hindar turun capai ajar anak hindar risiko psikososial kondisi individu cakup aspek psikis sosial anak,12/9/2021,0
JustBainm,Positif,jiwa didik vaksin mari dukung ptm vaksin tenaga didik,12/9/2021,0
omorfosyoun,Positif,dh brp sekolah ptm kota ade dh ptm mo sekolah,12/9/2021,0
FaktaNew5,Positif,satgas covid ptm utama sehat selamat serta didik,12/9/2021,0
Bisniscom,Negatif,ptm muncul klaster covid sekolah,12/9/2021,0
KompasTV,Negatif,ratus siswa positif covid,12/9/2021,0
bubblepuffiew,Negatif,mual pusing abis ptm setan,12/9/2021,0
holydiide_,Negatif,bom ajar tatap muka,12/9/2021,0
Reyneraea,Positif,gimana sekolah terap protokol sehat boleh lanjut ptm batas prokes,12/9/2021,0
Rimjeu,Positif,kangen ptm,12/9/2021,0
hyuckieyowok_,Positif,enak ptm tu jum libur,12/9/2021,0
jeongdobby,Negatif,alah paksa ptm,12/9/2021,0
kaniyaalogy,Positif,selamat ptm,12/9/2021,0
kjhclassy,Negatif,ptm tu ngantuk,12/9/2021,0
littlestargguk,Positif,ptm,12/9/2021,0
strnxns,Positif,asignment update isi survey ptm malam nyatet mat amp ngerjakan tugas malam les nyatet fisika besok pjok bab besok lkpd bio besok peta konsep tugkel pkn mingdep,12/9/2021,0
ilomlyou,Negatif,besok ptm anjir,12/9/2021,0
convomf,Positif,cw neng sekolah ptm ketemu crush ceweku ngak ptm mama kota alesanku semangat ptm,12/9/2021,0
markxaddicted,Positif,omg besok ptm ketemu crush uw,12/9/2021,0
cremenaed,Negatif,besok ptm nyatet,12/9/2021,0
LintasRedaksi,Positif,serbu vaksin kodim jember smkn jember dukung ptm,12/9/2021,0
breezeupbeat,Positif,mw tidur besok ptm,12/9/2021,0
joonsgvrl,Negatif,ih ptm,12/9/2021,0
sstraykijeuu,Positif,bye tdur bsk ptm trkhir mingu heuh,12/9/2021,0
seokjinvj,Positif,besok first time ptm takut siang jujur,12/9/2021,0
zllagstd,Negatif,ptm musuh introvert musuh introvert ptm terimakasi trade mark,12/9/2021,0
zllagstd,Negatif,ape bentar ptm sumpah kga anjir,12/9/2021,0
natadeicoco,Positif,sblm ptm teman analisis teliti perangai teman kelas diskusi daring,12/9/2021,0
loafshxuxi,Positif,gapapa simulasi ptm,12/9/2021,0
jntalent,Negatif,kesel besok gilir ptm kek jepit,12/9/2021,0
gibran_tweet,Positif,ptm kampus solo september,12/9/2021,0
yourgreyy,Positif,ptm senang temen frekuensi,12/9/2021,0
rikimipa,Positif,ptm,12/9/2021,0
santi_imoet007,Positif,wacana ptm batas timbang matang tua khawatir anak sekolah prokes,12/9/2021,0
ccapiu_ctyx,Positif,mingu ptm semangat,12/9/2021,0
jesyyohana,Positif,neng ptm huhu libur,12/9/2021,0
OfiSgumelar,Positif,sekolah anak satgas covid pantau intern prokes pelaksanan ptm batas sekolah anak lumayan galak lho ngingetin pakai masker,12/9/2021,0
renjunttampan,Negatif,males temen jdi males ptm registered,12/9/2021,0
mengguyu,Positif,kdg cape daring trs ptm jiwa trade mark,12/9/2021,0
chaerrietty,Negatif,ptm kek mlh males bljr,12/9/2021,0
HaiMagazine,Positif,bebas zona merah covid,12/9/2021,0
rabbearz,Negatif,besok ptm males,12/9/2021,0
catatankaqihati,Positif,disdik bekas pelaksanan ptm jalan aman lancar,12/9/2021,0
